ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
1699,-3.8818584941,,,,,,,,,,,,-3.8818584941,,Ict1,1
1700,,,,,,,,,,,-0.5801094045,,-0.5801094045,,Kmt5c,1
1701,,,,,,,,,,,-1.537326353,,-1.537326353,,Gm9985,1
1702,,,,,,,,,,,-0.7200830916,,-0.7200830916,,Trim30c,1
1703,,,,,,,,,,,-4.7151096865,,-4.7151096865,,Igkv3-2,1
1704,-1.6789281738,,,,,,,,,,,,-1.6789281738,,Ppp5c,1
1706,,,,,,,,,,,3.089633877,,3.089633877,,Gm14444,1
1707,,,,,-2.1161304565,,,,,,,,-2.1161304565,,Gm17638,1
1708,-2.5574204175,,,,,,,,,,,,-2.5574204175,,Rps14,1
1710,0.8372155301,,,,,,,,,,,,0.8372155301,,Snx4,1
1711,,,-0.2548591647,,,,,,,,,,-0.2548591647,,Gsn,1
1712,1.7035997105,,,,,,,,,,,,1.7035997105,,Golph3l,1
1713,,,,,,,,,,,2.5887636884,,2.5887636884,,Bhlhe41,1
1714,-1.5681507923,,,,,,,,,,,,-1.5681507923,,Nelfa,1
1715,-2.542642545,,,,,,,,,,,,-2.542642545,,Rnpepl1,1
1716,,,,,,,,,,,2.6630804526,,2.6630804526,,Gm10513,1
1717,1.7144393263,,,,,,,,,,,,1.7144393263,,Tor1aip2,1
1719,1.7130673515,,,,,,,,,,,,1.7130673515,,Erp44,1
1720,-1.7936122465,,,,,,,,,,,,-1.7936122465,,B3gat3,1
1721,,,,,,,,,,,-2.2681323656,,-2.2681323656,,Tac2,1
1722,,,,,,,,,,,0.4940315308,,0.4940315308,,Naip2,1
1723,,,,,-4.689358671,,,,,,,,-4.689358671,,Gm37589,1
1724,,,,,-0.9213286459,,,,,,,,-0.9213286459,,Dip2a,1
1725,,,,,,,,,,,0.8985033239,,0.8985033239,,Lmo1,1
1726,-1.6740715961,,,,,,,,,,,,-1.6740715961,,Inpp5k,1
1727,1.8236671546,,,,,,,,,,,,1.8236671546,,Zfp706,1
1728,-0.611949084,,,,,,,,,,,,-0.611949084,,Abl1,1
1729,,,,,,,,,,,-1.4049738939,,-1.4049738939,,Gm24608,1
1730,,,,,,,,,,,3.8369196383,,3.8369196383,,Gm15066,1
1731,-0.884636845,,,,,,,,,,,,-0.884636845,,Samm50,1
1732,,,,,,0.6845116808,,,,,,,0.6845116808,,Snx24,1
1733,-0.5782230314,,,,,,,,,,,,-0.5782230314,,Ptk2,1
1734,-0.3131126475,,,,,,,,,,,,-0.3131126475,,Myl6,1
1735,,,,,,,,,,,-1.2915570614,,-1.2915570614,,Muc6,1
1736,0.7290623341,,,,,,,,,,,,0.7290623341,,Elk3,1
1737,,,,,,,,,,,-1.02719866,,-1.02719866,,Fgfr2,1
1738,-2.12442042,,,,,,,,,,,,-2.12442042,,Tmem208,1
1739,,,,,,,,,,,3.7558830232,,3.7558830232,,Mrgpra2a,1
1740,0.8614308371,,,,,,,,,,,,0.8614308371,,Pde12,1
1741,,,,,,,,,,,1.062182682,,1.062182682,,Tmem125,1
1742,,,,,,,,,,,1.3163737488,,1.3163737488,,Gm32468,1
1743,,,,,,,,,,,0.5112144702,,0.5112144702,,Dennd2a,1
1744,,,,,,,1.12385353269999,,,,,,1.12385353269999,,Il11ra2,1
1745,,,,,,,,,,,0.6329523834,,0.6329523834,,Sh3bgrl,1
1746,-2.9121270013,,,,,,,,,,,,-2.9121270013,,Gm10374,1
1747,-1.5301920764,,,,,,,,,,,,-1.5301920764,,Atg2a,1
1748,,,,,,,,,,,1.0004879482,,1.0004879482,,Art3,1
1749,,,,0.5370773245,,,,,,,,,0.5370773245,,Crbn,1
1750,2.5681744755,,,,,,,,,,,,2.5681744755,,Ms4a4b,1
1751,,,,0.6955371977,,,,,,,,,0.6955371977,,Cwf19l2,1
1752,,,,,,,,,,,-2.8350793683,,-2.8350793683,,Cep112it,1
1753,,,,,,,,,,,-0.9834836539,,-0.9834836539,,Olfml2a,1
1754,,,,1.6702322421,,,,,,,,,1.6702322421,,Irf2bpl,1
1755,,,,,,,,,,,2.1146328942,,2.1146328942,,Cd200r3,1
1756,,,,,,,,,,,0.6402712797,,0.6402712797,,Lypla1,1
1757,,,-0.2934400946,,,,,,,,,,-0.2934400946,,Mlx,1
1758,,,,,,,,,,,-0.4893521941,,-0.4893521941,,Anln,1
1759,,,,,2.9325113435,,,,,,,,2.9325113435,,Gprin3,1
1760,-1.6446545484,,,,,,,,,,,,-1.6446545484,,B4galt3,1
1761,1.2537830168,,,,,,,,,,,,1.2537830168,,Vapa,1
1762,-0.4196403125,,,,,,,,,,,,-0.4196403125,,Zfp821,1
1763,,,,,,,,,,,1.7912139867,,1.7912139867,,Dll3,1
1764,,,0.3093644959,,,,,,,,,,0.3093644959,,Ppap2c,1
1765,,,,,,,,,,,-0.5382410772,,-0.5382410772,,Palb2,1
1766,,,,,,,,,,,0.4931575945,,0.4931575945,,Insig1,1
1767,,,,,-4.1635912228,,,,,,,,-4.1635912228,,Tlr7,1
1768,,,,,,,,,,,,0.6264613455,0.6264613455,,Nfkbid,1
1769,,,,,-0.6849881992,,,,,,,,-0.6849881992,,Nfatc3,1
1770,-0.9068031895,,,,,,,,,,,,-0.9068031895,,Sf3b2,1
1771,,,,,,,,,,,-1.9079633829,,-1.9079633829,,Gm48175,1
1772,,,,,0.4087995411,,,,,,,,0.4087995411,,Tvp23b,1
1773,0.5010947093,,,,,,,,,,,,0.5010947093,,Cask,1
1774,-0.7871159531,,,,,,,,,,,,-0.7871159531,,Syvn1,1
1775,,,,,,,,,,,2.0428804363,,2.0428804363,,Morn5,1
1776,1.8127399408,,,,,,,,,,,,1.8127399408,,Kansl1,1
1777,,,,0.9370293679,,,,,,,,,0.9370293679,,Smg6,1
1778,,,,,,,,,,,1.0920593224,,1.0920593224,,Gm6477,1
1779,-1.7989097285,,,,,,,,,,,,-1.7989097285,,Drg2,1
1780,,,,,,,,,,,0.7941576116,,0.7941576116,,Fgr,1
1781,,,,,,,,,,,0.4243926667,,0.4243926667,,Pde8a,1
1782,1.4831937776,,,,,,,,,,,,1.4831937776,,Csnk2a1,1
1783,-0.5337448186,,,,,,,,,,,,-0.5337448186,,Dcaf11,1
1785,,,,0.57907983,,,,,,,,,0.57907983,,Rb1,1
1786,,,,,,,,,,,-1.2819966578,,-1.2819966578,,Gm45630,1
1787,0.3187392587,,,,,,,,,,,,0.3187392587,,Prpf19,1
1788,-1.318769925,,,,,,,,,,,,-1.318769925,,Trappc5,1
1789,-0.9313847576,,,,,,,,,,,,-0.9313847576,,Eif3c,1
1790,-1.3131035178,,,,,,,,,,,,-1.3131035178,,Stk10,1
1791,,,,,,,,,,,-0.534472044,,-0.534472044,,Tpx2,1
1792,,,,,,,,,,,1.1890154615,,1.1890154615,,Epha4,1
1793,0.2144787388,,,,,,,,,,,,0.2144787388,,Kcnip1,1
1794,,,,,,,,,,,0.9495412409,,0.9495412409,,mt-Atp6,1
1795,,,,,,,,,,,-1.2257109206,,-1.2257109206,,Flrt3,1
1796,,,,,,,,,,,-1.6785504528,,-1.6785504528,,4931429L15Rik,1
1797,-0.8846728927,,,,,,,,,,,,-0.8846728927,,2310011J03Rik,1
1798,,,,,,,,,,,1.3305772608,,1.3305772608,,Gm45145,1
1799,,,,,,,,,,,0.5643414333,,0.5643414333,,Csrp2,1
1800,,,,,3.4267533913,,,,,,,,3.4267533913,,Arhgap42,1
1801,,,,,-0.6262606219,,,,,,,,-0.6262606219,,Polr3f,1
1802,,,,,,,,,,,7.1503835785,,7.1503835785,,Ighv5-9,1
1803,-3.1561402013,,,,,,,,,,,,-3.1561402013,,A230050P20Rik,1
1804,,,,,,,,,,,0.705291754,,0.705291754,,Paqr7,1
1805,,,,0.5301183373,,,,,,,,,0.5301183373,,Fndc3b,1
1806,,,,,,,-0.904127690016666,,,,,,-0.904127690016666,,3010003L21Rik,1
1807,,,,,,,,,,,-0.64049937,,-0.64049937,,Slx4,1
1808,1.2151842144,,,,,,,,,,,,1.2151842144,,Spcs3,1
1809,,,,,-1.0514166097,,,,,,,,-1.0514166097,,Ctbp1,1
1810,,,,,,,,,,,-2.0991127968,,-2.0991127968,,Gm17137,1
1811,,,0.2916923693,,,,,,,,,,0.2916923693,,Cby1,1
1812,,,,,,,,,,,7.2969694153,,7.2969694153,,Igkv2-109,1
1813,,,,,,,,,,,3.5067225629,,3.5067225629,,Gm46212,1
1814,0.288016055,,,,,,,,,,,,0.288016055,,Rpl39,1
1815,-2.1232555654,,,,,,,,,,,,-2.1232555654,,Atxn7l3b,1
1818,,,,,2.454773314,,,,,,,,2.454773314,,Id3,1
1819,,,,,,,,,,,1.0028593687,,1.0028593687,,Pcdhga6,1
1820,,,,,,,,,,,2.3479854887,,2.3479854887,,Pou3f4,1
1821,,,,,,,,,,,-1.4962461744,,-1.4962461744,,Gm11464,1
1822,,,,,,,-0.574056630891669,,,,,,-0.574056630891669,,Parpbp,1
1823,,,,,,,,,,,-1.4472356055,,-1.4472356055,,Gm14537,1
1824,-1.3959006999,,,,,,,,,,,,-1.3959006999,,Ypel3,1
1825,,,,,,1.5122663361,,,,,,,1.5122663361,,B230114P17Rik,1
1826,,,,,,,,,,,-1.4949794005,,-1.4949794005,,Cd33,1
1827,,,,,,,,,,,2.1538145576,,2.1538145576,,Cd40,1
1828,,,,,,,,,,,-0.4616362567,,-0.4616362567,,Phf19,1
1829,-0.8194827634,,,,,,,,,,,,-0.8194827634,,Coq6,1
1830,-0.4822379625,,,,,,,,,,,,-0.4822379625,,Srsf7,1
1831,,,,,,,,,,,3.5070237612,,3.5070237612,,4930543E12Rik,1
1832,,,,0.7441620457,,,,,,,,,0.7441620457,,Ston2,1
1833,,,,,,,,,,,-0.5016047913,,-0.5016047913,,Brip1,1
1834,,,,,,,,,0.66585256,,,,0.66585256,,Fam83h,1
1835,,,,,,,,,1.4243418658,,,,1.4243418658,,Pcdhga1,1
1836,,,,,-1.0403887619,,,,,,,,-1.0403887619,,Slmap,1
1837,,,,,,,,,,,-1.215234905,,-1.215234905,,Cttnbp2,1
1838,,,,,,,,,,,-1.1275645803,,-1.1275645803,,Fgd6,1
1839,,,,,,,,,,,1.5013423032,,1.5013423032,,Gm20485,1
1840,-0.7326537954,,,,,,,,,,,,-0.7326537954,,Atpaf2,1
1841,-2.0618018225,,,,,,,,,,,,-2.0618018225,,2700079J08Rik,1
1842,,,,,,,,,,,-0.884976425,,-0.884976425,,Ankle1,1
1843,,,,,,,,,,,6.0638693878,,6.0638693878,,Igkv8-30,1
1844,1.663029165,,,,,,,,,,,,1.663029165,,2810002D19Rik,1
1845,,,,,,,,,,,2.1991939407,,2.1991939407,,2610316D01Rik,1
1846,4.0474932113,,,,,,,,,,,,4.0474932113,,Bzw1,1
1848,,,,,-0.7356939112,,,,,,,,-0.7356939112,,Natd1,1
1849,-0.1833178134,,,,,,,,,,,,-0.1833178134,,AA517858,1
1850,,,,,,,,,,,0.592018617,,0.592018617,,Smim14,1
1851,,,,,,,,,,,2.3218650273,,2.3218650273,,Slc12a8,1
1852,,,,,,,,,,,-1.5777304962,,-1.5777304962,,A730090N16Rik,1
1853,1.4018243239,,,,,,,,,,,,1.4018243239,,Cct6a,1
1855,,,,,,,,,,,2.2545770856,,2.2545770856,,Gm16287,1
1856,-1.7781054226,,,,,,,,,,,,-1.7781054226,,Zfand2b,1
1857,,,,,,,,,,,-0.5670137338,,-0.5670137338,,Pcbp4,1
1858,2.7288214379,,,,,,,,,,,,2.7288214379,,Crk,1
1859,-0.9059080497,,,,,,,,,,,,-0.9059080497,,Nlgn2,1
1860,,,,,,,,,,,0.5650332748,,0.5650332748,,Gm14586,1
1861,,,,,0.5003900504,,,,,,,,0.5003900504,,Qsox1,1
1862,,,,-0.7168433513,,,,,,,,,-0.7168433513,,Adgre1,1
1863,2.4396862835,,,,,,,,,,,,2.4396862835,,Npm1,1
1865,,,,,,,,,,,-1.1740526582,,-1.1740526582,,Col5a3,1
1866,,,,,,,,,,,-1.1488026961,,-1.1488026961,,Gm45745,1
1867,1.4487996945,,,,,,,,,,,,1.4487996945,,Yipf1,1
1868,-0.4063765464,,,,,,,,,,,,-0.4063765464,,Rangap1,1
1869,-0.6287325792,,,,,,,,,,,,-0.6287325792,,Emc6,1
1870,-0.8038146211,,,,,,,,,,,,-0.8038146211,,Akt1,1
1871,,,,,,2.9381755134,,,,,,,2.9381755134,,Clca3a2,1
1872,,,,,,,,,,,0.7768159122,,0.7768159122,,Htra3,1
1873,,,-0.264551064,,,,,,,,,,-0.264551064,,Abcd3,1
1874,-1.5134018536,,,,,,,,,,,,-1.5134018536,,Rcc2,1
1875,,,,,,,,,,,-0.8860254511,,-0.8860254511,,Eme1,1
1876,-1.3058832565,,,,,,,,,,,,-1.3058832565,,Idnk,1
1877,0.3756618044,,,,,,,,,,,,0.3756618044,,Ufd1l,1
1878,0.9823736424,,,,,,,,,,,,0.9823736424,,Arl4a,1
1879,,,,,,,,,,,-0.4065441248,,-0.4065441248,,Cdk1,1
1880,,,,,,,,,,,0.9553912911,,0.9553912911,,Spag16,1
1881,,,,,,,,,,,1.5158727007,,1.5158727007,,Zkscan16,1
1882,,,,1.1401636883,,,,,,,,,1.1401636883,,Hoxa1,1
1883,,,,,,,,,,,2.5271886087,,2.5271886087,,Grm6,1
1884,,,,0.6979206464,,,,,,,,,0.6979206464,,Cul4b,1
1885,-0.2595960741,,,,,,,,,,,,-0.2595960741,,Dscr3,1
1886,,,,0.6568628984,,,,,,,,,0.6568628984,,Nadk2,1
1888,,,,,,,,,,,-1.975493579,,-1.975493579,,Col6a3,1
1889,1.3980152593,,,,,,,,,,,,1.3980152593,,Sec62,1
1891,,,,,,-0.7094865145,,,,,,,-0.7094865145,,Mbp,1
1892,,,,,-0.972586522,,,,,,,,-0.972586522,,Smg1,1
1893,1.012570945,,,,,,,,,,,,1.012570945,,Zfp790,1
1894,,,,,-1.5614008618,,,,,,,,-1.5614008618,,Hopx,1
1895,,,,,,,,,,,0.9793031904,,0.9793031904,,Arhgap44,1
1896,0.7109636331,,,,,,,,,,,,0.7109636331,,Kdm5b,1
1897,0.89846855,,,,,,,,,,,,0.89846855,,F2r,1
1898,,,,,,,,,,,1.7831456922,,1.7831456922,,Alox12e,1
1899,,,,,,,,,,,0.9535185204,,0.9535185204,,B3gnt3,1
1900,,,-0.2993366735,,,,,,,,,,-0.2993366735,,Tmem63a,1
1901,,,,,-1.1987981223,,,,,,,,-1.1987981223,,Dbp,1
1902,,,,,,,,,,,1.088985836,,1.088985836,,Nxph1,1
1903,,,,,,,,,,,-1.0576758801,,-1.0576758801,,Gm45479,1
1904,,,,,,,,,,,1.3378135336,,1.3378135336,,Fam163a,1
1905,,,,,,,,,,,-0.6016130913,,-0.6016130913,,Smad6,1
1906,,,,,,,,,,,-1.4036828875,,-1.4036828875,,Gm13977,1
1907,-2.0150803675,,,,,,,,,,,,-2.0150803675,,Bud31,1
1908,-1.2408298183,,,,,,,,,,,,-1.2408298183,,Pigo,1
1909,-0.9939764281,,,,,,,,,,,,-0.9939764281,,Coq5,1
1910,-1.6164510059,,,,,,,,,,,,-1.6164510059,,Ier3ip1,1
1912,,,,,,,,,,,1.5327976112,,1.5327976112,,Dipk2b,1
1913,,,,,,,,,,,-2.5562286322,,-2.5562286322,,C78197,1
1914,,,,,,,,,,,2.0276410885,,2.0276410885,,Ptpro,1
1915,,,,,,,,,,,0.6106893235,,0.6106893235,,C1rl,1
1916,,,,,,,,,,,-0.6244879558,,-0.6244879558,,Phldb3,1
1917,,,,,,,,,0.5146707726,,,,0.5146707726,,Zfp57,1
1918,,,,,,,,,-0.5873842738,,,,-0.5873842738,,A430078G23Rik,1
1919,,,,-0.7637786328,,,,,,,,,-0.7637786328,,Hn1,1
1921,-0.7484923249,,,,,,,,,,,,-0.7484923249,,Traf7,1
1922,-1.9710968628,,,,,,,,,,,,-1.9710968628,,Ndufb10,1
1923,,,,,,,,,,,-1.8438505269,,-1.8438505269,,Hist1h4m,1
1924,,,,,,,-0.645447829925003,,,,,,-0.645447829925003,,Cyp51,1
1925,,,,,,,,,,,0.7852124829,,0.7852124829,,M1ap,1
1926,,,,,,,,,,,0.6238713685,,0.6238713685,,Nacc2,1
1927,,,,,,,,,,,-1.0789254636,,-1.0789254636,,Snx20,1
1928,,,,,,,,,,,0.5321733047,,0.5321733047,,Dipk1a,1
1929,0.3772874109,,,,,,,,,,,,0.3772874109,,Nrarp,1
1930,-1.7298367294,,,,,,,,,,,,-1.7298367294,,Ncoa1,1
1931,-0.8446087288,,,,,,,,,,,,-0.8446087288,,Akr1a1,1
1932,,,,,,,,,,,-2.5190784542,,-2.5190784542,,Gm15836,1
1933,,,,,,,,,,,3.4738048585,,3.4738048585,,Trac,1
1934,,,,,,,,,,,-2.4006194642,,-2.4006194642,,Sparc,1
1935,-1.3402435758,,,,,,,,,,,,-1.3402435758,,Acaa2,1
1936,-0.4868175622,,,,,,,,,,,,-0.4868175622,,Dnajc5,1
1938,,,,-0.710854036,,,,,,,,,-0.710854036,,Pgp,1
1939,,,,,,,,,,,-1.8565401352,,-1.8565401352,,1700003F12Rik,1
1940,1.0329305694,,,,,,,,,,,,1.0329305694,,Naa15,1
1942,,,,,,,,,,,-1.8603098913,,-1.8603098913,,Cilp2,1
1943,,,,,-4.502346661,,,,,,,,-4.502346661,,Scimp,1
1944,-2.4228549636,,,,,,,,,,,,-2.4228549636,,Ifnar2,1
1945,,,,,,,,,,,-1.0747115794,,-1.0747115794,,Gm22489,1
1946,,,,,,,,,,,0.5928019081,,0.5928019081,,Me1,1
1947,,,,,,,,,,,-2.5031366098,,-2.5031366098,,Ighv1-18,1
1948,-0.8472433704,,,,,,,,,,,,-0.8472433704,,Slc38a10,1
1949,,,,,1.159179338,,,,,,,,1.159179338,,Acacb,1
1950,,,,,,,,,,,-0.5142378018,,-0.5142378018,,Samd14,1
1951,,,,,,,,,,,-0.5412679146,,-0.5412679146,,Cenpi,1
1952,,,,,,,,,,,-0.6527785765,,-0.6527785765,,Pou2f2,1
1953,1.928786745,,,,,,,,,,,,1.928786745,,Stt3a,1
1954,,,,,,,,,,-0.2903417929,,,-0.2903417929,,Icmt,1
1955,,,,,,,,,,,0.484016752,,0.484016752,,Acer3,1
1956,,,,,7.6623763632,,,,,,,,7.6623763632,,Atp6v0d2,1
1957,,,,,,,,,,,0.6133299516,,0.6133299516,,1110059E24Rik,1
1958,,,,,0.8480343421,,,,,,,,0.8480343421,,Gm5141,1
1959,,,,,,,,,,,-2.503136593,,-2.503136593,,Col6a6,1
1960,-2.2933351253,,,,,,,,,,,,-2.2933351253,,Tsta3,1
1961,,,,,,,,,,0.463810133,,,0.463810133,,Kdm5d,1
1962,,,,,,,,,,,0.6587698084,,0.6587698084,,Etfbkmt,1
1963,,,,-1.4524981829,,,,,,,,,-1.4524981829,,Plagl1,1
1964,,,,,,,,,,,-1.0918248615,,-1.0918248615,,Ltbp2,1
1965,1.3128003159,,,,,,,,,,,,1.3128003159,,Gorasp2,1
1966,,,,,,,,,0.5188381127,,,,0.5188381127,,Gdap2,1
1967,,,-0.2873612317,,,,,,,,,,-0.2873612317,,Fignl1,1
1968,,,,,-2.3754832342,,,,,,,,-2.3754832342,,Thbs1,1
1969,-1.8680908196,,,,,,,,,,,,-1.8680908196,,Ndufa13,1
1970,,,,,,,,,,,-1.7823343286,,-1.7823343286,,Lrrc75aos1,1
1971,,,,,,,,,,,0.5870593037,,0.5870593037,,Tmem9b,1
1972,,,,,-1.2070617864,,,,,,,,-1.2070617864,,Ptges2,1
1973,1.7251394856,,,,,,,,,,,,1.7251394856,,Mafk,1
1974,-0.9600521247,,,,,,,,,,,,-0.9600521247,,Ranbp10,1
1975,1.0963220341,,,,,,,,,,,,1.0963220341,,Elmo2,1
1976,,,,,,,,,,,-1.0666302347,,-1.0666302347,,Lmna,1
1977,0.9128702209,,,,,,,,,,,,0.9128702209,,Prickle4,1
1978,,,,-1.0821711573,,,,,,,,,-1.0821711573,,Naa16,1
1979,,,,,,,,,,,2.666310008,,2.666310008,,Hoxb8,1
1980,,,,,,,,,,,-0.5969254199,,-0.5969254199,,Kif21b,1
1981,,,,,,,,,,,-0.6538794353,,-0.6538794353,,Cdca2,1
1982,,,,,0.7977999134,,,,,,,,0.7977999134,,Cd59a,1
1983,,,,,,,,,,,-2.1135373582,,-2.1135373582,,Gm42507,1
1984,,,,,,,-0.789407135825,,,,,,-0.789407135825,,A130057D12Rik,1
1985,,,,,,,,,,,2.5606682823,,2.5606682823,,Tarm1,1
1986,2.5980511694,,,,,,,,,,,,2.5980511694,,Siah2,1
1987,,,,,,,,,,,-1.0607296024,,-1.0607296024,,Gcsam,1
1988,-0.5495546725,,,,,,,,,,,,-0.5495546725,,Tpm3,1
1989,-1.1909408596,,,,,,,,,,,,-1.1909408596,,Slc12a5,1
1990,1.2117357888,,,,,,,,,,,,1.2117357888,,Hnrnpk,1
1992,-1.0264175813,,,,,,,,,,,,-1.0264175813,,Rab14,1
1995,,,,,,,,,,,-1.645446183,,-1.645446183,,Gm26165,1
1996,,,,,,,,,,,-2.2179407277,,-2.2179407277,,P4ha3,1
1997,-0.372309535,,,,,,,,,,,,-0.372309535,,Smpd4,1
1998,-0.7094336658,,,,,,,,,,,,-0.7094336658,,Map2k2,1
1999,-0.8272131836,,,,,,,,,,,,-0.8272131836,,Bcl11a,1
2000,,,,,,,,,,,0.4591117204,,0.4591117204,,Aph1c,1
2001,,,,,,,,,,,-0.4827957464,,-0.4827957464,,Nasp,1
2002,1.5815805291,,,,,,,,,,,,1.5815805291,,Gfpt1,1
2003,,,,,,,,,,,2.389308611,,2.389308611,,Ighv1-69,1
2004,,,,,,,,,,,-2.3105894054,,-2.3105894054,,Pknox2,1
2005,-0.908227539,,,,,,,,,,,,-0.908227539,,Rabepk,1
2006,1.7368446863,,,,,,,,,,,,1.7368446863,,Dnaja1,1
2007,0.686106915,,,,,,,,,,,,0.686106915,,Fth1,1
2008,,,,,,,,,,,-1.2607026084,,-1.2607026084,,Gpc4,1
2009,2.0480487559,,,,,,,,,,,,2.0480487559,,Rest,1
2010,,,,,0.9138082805,,,,,,,,0.9138082805,,Rpgrip1l,1
2011,,,,,,,,,,,1.3260211978,,1.3260211978,,Gm43923,1
2012,-0.2698216643,,,,,,,,,,,,-0.2698216643,,Thoc7,1
2013,,,,,,,,,,,1.4790190361,,1.4790190361,,Gm13577,1
2014,-2.3766518828,,,,,,,,,,,,-2.3766518828,,Pick1,1
2015,,,,,,,,,,,1.1123142353,,1.1123142353,,Gm37805,1
2016,,,,,,,-0.97863885876667,,,,,,-0.97863885876667,,Cenpp,1
2017,-1.4246967436,,,,,,,,,,,,-1.4246967436,,Stub1,1
2019,-1.349264245,,,,,,,,,,,,-1.349264245,,Mtmr9,1
2021,-0.8487010536,,,,,,,,,,,,-0.8487010536,,Mrpl52,1
2022,1.1526000885,,,,,,,,,,,,1.1526000885,,Tmem41b,1
2023,,,,,-2.1357528247,,,,,,,,-2.1357528247,,Nrp1,1
2024,,,,,,,0.634791984608329,,,,,,0.634791984608329,,Adgra3,1
2025,,,,,,,,,,,-1.0657584229,,-1.0657584229,,Gm24452,1
2026,0.9630795039,,,,,,,,,,,,0.9630795039,,Wsb2,1
2027,,,0.308669675,,,,,,,,,,0.308669675,,Rnf135,1
2028,1.872394545,,,,,,,,,,,,1.872394545,,Herpud1,1
2029,,,,,,,,,,,-1.5470551904,,-1.5470551904,,Acsl6,1
2030,,,,0.8830998416,,,,,,,,,0.8830998416,,Crebrf,1
2031,,,,,,,,,,,1.4551370521,,1.4551370521,,Gm14845,1
2032,,,,,,,,,-0.6573327832,,,,-0.6573327832,,Hbq1b,1
2033,,,,,,,,,,,-1.9752370677,,-1.9752370677,,Gm6611,1
2034,,,,,,,,,,,-0.7949032259,,-0.7949032259,,Arhgap33,1
2035,-1.3747854041,,,,,,,,,,,,-1.3747854041,,Gfer,1
2036,,,,,,,,,,,6.5256504469,,6.5256504469,,Ighv2-2,1
2037,,,,,,,,,,,-2.0421527888,,-2.0421527888,,Gm9358,1
2038,0.4048728589,,,,,,,,,,,,0.4048728589,,Nmnat3,1
2039,-1.7404592953,,,,,,,,,,,,-1.7404592953,,Mnda,1
2040,1.6524889315,,,,,,,,,,,,1.6524889315,,Arfgef1,1
2041,,,,,-1.0903091217,,,,,,,,-1.0903091217,,Mtmr3,1
2042,,,,,,,-0.54785091764167,,,,,,-0.54785091764167,,Cdc25a,1
2043,,,,,,,,,,,1.0011834689,,1.0011834689,,Rps6ka6,1
2044,,,,,-4.2966819498,,,,,,,,-4.2966819498,,Gm24786,1
2045,0.854415586,,,,,,,,,,,,0.854415586,,Pwp1,1
2046,-1.960903687,,,,,,,,,,,,-1.960903687,,Trpv2,1
2047,,,,,,,,,,,0.5747711313,,0.5747711313,,Ppp1r3d,1
2048,-3.2488553301,,,,,,,,,,,,-3.2488553301,,Exosc10,1
2051,,,,,,,,,,,1.091064217,,1.091064217,,Gm45194,1
2052,,,,,,,,,,,-1.4042637188,,-1.4042637188,,1700063H04Rik,1
2053,-0.7669969825,,,,,,,,,,,,-0.7669969825,,Sdf2,1
2054,-1.1213683488,,,,,,,,,,,,-1.1213683488,,Safb,1
2055,1.735324826,,,,,,,,,,,,1.735324826,,Ptrf,1
2056,-1.3618163854,,,,,,,,,,,,-1.3618163854,,2610524H06Rik,1
2057,-1.5918106189,,,,,,,,,,,,-1.5918106189,,Chkb,1
2058,,,,,-0.7728121851,,,,,,,,-0.7728121851,,Tns1,1
2059,,,,,1.0623557328,,,,,,,,1.0623557328,,Plekhf1,1
2060,,,,,,,,,,,0.4521876047,,0.4521876047,,Vdr,1
2061,,,,,,0.8905911061,,,,,,,0.8905911061,,Spats2,1
2062,,,,,-0.4949061526,,,,,,,,-0.4949061526,,Slc12a6,1
2063,,,,,,,,,,,1.1815581386,,1.1815581386,,Gm3470,1
2064,,,-0.2929094306,,,,,,,,,,-0.2929094306,,Polr3a,1
2065,,,,,,,,,,,-0.4415688514,,-0.4415688514,,Ncapg,1
2066,,,,,,,,,,,-3.5733771832,,-3.5733771832,,Gm29560,1
2067,1.0629893363,,,,,,,,,,,,1.0629893363,,Sypl,1
2068,,,,,,,,,,,-0.4785835694,,-0.4785835694,,Homer3,1
2069,,,,1.160913711,,,,,,,,,1.160913711,,Cdc14b,1
2070,,,,,,,,,,,1.2961536934,,1.2961536934,,Gm13882,1
2071,,,,,,,,,,,1.757832964,,1.757832964,,Ms4a2,1
2072,,,,,,,,,,,1.1111043239,,1.1111043239,,Gm13502,1
2073,,,,,,,,,,,-3.7635429328,,-3.7635429328,,Fcgbp,1
2074,0.4274117909,,,,,,,,,,,,0.4274117909,,Slc45a3,1
2075,-1.5826059234,,,,,,,,,,,,-1.5826059234,,Med12,1
2076,,,,,-1.2476004588,,,,,,,,-1.2476004588,,Nsmce4a,1
2077,,,,,-8.219141055,,,,,,,,-8.219141055,,Cnksr2,1
2078,-1.0996431715,,,,,,,,,,,,-1.0996431715,,Sptan1,1
2080,,,,,0.366043074,,,,,,,,0.366043074,,Dapp1,1
2081,,,,,-2.9691249439,,,,,,,,-2.9691249439,,Gm44891,1
2082,-1.0789214705,,,,,,,,,,,,-1.0789214705,,Pim3,1
2084,-3.2071927913,,,,,,,,,,,,-3.2071927913,,Airn,1
2085,-2.1103890763,,,,,,,,,,,,-2.1103890763,,Vps39,1
2086,,,,,,,,,,,1.3096806145,,1.3096806145,,Sfrp2,1
